id_demandeur,nom,age,ville,domaine,titre_professionnel,niveau_etudes,annees_experience,competences,soft_skills,langues,cv_texte
PPPNR2502070019684,PPPNR2502070019684,43,Pointe-Noire,"Transport, Logistique & Supply Chain",chauffeur poids lourds,Sans diplôme,0,supply chain,,français,"Métier visé : chauffeur poids lourds. Qualification : chauffeur poids lourds. Chauffeur Poids Lourds. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial. Diplôme : Certificat d'Études Primaires Élémentaires (CEPE)."
PPPNR2502070019685,PPPNR2502070019685,45,Pointe-Noire,"Industrie, Production & Maintenance",Opérateur,Licence (BAC+3),0,,,français,"Métier visé : Opérateur. Qualification : opérateur. Operateur de Production. Filière : Electronique. Secteur métier : Industrie, Production & Maintenance. Diplôme : Licence."
PPPNR2502070019686,PPPNR2502070019686,29,Pointe-Noire,"Transport, Logistique & Supply Chain",Chauffeur de poids lourd,BAC,0,supply chain;transit,,français,"Métier visé : Chauffeur de poids lourd. Qualification : chauffeur de poids lourd. Chauffeur Poids Lourds. Filière : Bac F1. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Transit - Transport et Logistique - Génie Logistique. Diplôme : Baccalauréat Technologique."
PPPNR2502070019688,PPPNR2502070019688,31,Pointe-Noire,"Industrie, Production & Maintenance",Opérateur,BAC,0,,,français,"Métier visé : Opérateur. Qualification : opérateur. Operateur de Production. Filière : Bac F3. Secteur métier : Industrie, Production & Maintenance. Diplôme : BAC Technique."
PPPNR2502070019690,PPPNR2502070019690,26,Pointe-Noire,Fonction Publique & Administration,Secrétaire d'administration,Licence (BAC+3),0,comptabilité;gestion administrative;secrétariat,,français,Métier visé : Secrétaire d'administration. Qualification : secrétaire d'administration. Agent Administratif et de Secrétariat. Filière : Comptabilité. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Gestion Administrative. Diplôme : Licence Professionnelle .
PPPNR2502070019691,PPPNR2502070019691,35,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",Cadre commercial ,Licence (BAC+3),0,gestion administrative;vente,,français,"Métier visé : Cadre commercial . Qualification : cadre commercial . Management Commercial. Filière : Transport et logistique. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Gestion Administrative. Diplôme : Licence."
PPPNR2502070019692,PPPNR2502070019692,24,Pointe-Noire,"Industrie, Production & Maintenance",ElectroTechnicien,BAC,0,,,français,"Métier visé : ElectroTechnicien. Qualification : electrotechnicien. Technicien en Électrotechnique. Filière : Aucune. Secteur métier : Industrie, Production & Maintenance. Diplôme : Brevet d'Etude Technique (BET)."
PPPNR2502070019694,PPPNR2502070019694,40,Pointe-Noire,"Transport, Logistique & Supply Chain",Chauffeur Poids lourd,Sans diplôme,0,supply chain,,français,"Métier visé : Chauffeur Poids lourd. Qualification : chauffeur poids lourd. Chauffeur Poids Lourds. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : Certificat d'Études Primaires Élémentaires (CEPE)."
PPPNR2502070019696,PPPNR2502070019696,33,Pointe-Noire,"Informatique, Data, Télécommunications & Digital",Informaticien,BAC+2 (BTS/DUT),0,cybersécurité,,français,"Métier visé : Informaticien. Qualification : informaticien. Technicien Informatique. Filière : Informatique de gestion. Secteur métier : Informatique, Data, Télécommunications & Digital. Secteur d'activité : Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation. Diplôme : Bac +2."
PPPNR2502070019697,PPPNR2502070019697,39,Pointe-Noire,"Industrie, Production & Maintenance",ElectroTechnicien,Master (BAC+5),0,,,français,"Métier visé : ElectroTechnicien. Qualification : electrotechnicien. Technicien en Électrotechnique. Filière : Électrotechnique. Secteur métier : Industrie, Production & Maintenance. Diplôme : Master."
PPPNR2502070019699,PPPNR2502070019699,39,Pointe-Noire,"Industrie, Production & Maintenance",Soudeur,BEPC,0,génie civil;soudure,,français,"Métier visé : Soudeur. Qualification : soudeur. Soudeur. Filière : Soudure Homologué. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Génie Civil - Construction - Bâtiment et Travaux - Architecture. Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPBZV2502040019411,PPBZV2502040019411,32,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable Sénior,Master (BAC+5),0,comptabilité;fiscalité,,français,"Métier visé : Comptable Sénior. Qualification : comptable sénior. Comptable Senior. Filière : Aucune. Secteur recherché : Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Pas de diplôme."
PPPNR2502070019702,PPPNR2502070019702,36,Pointe-Noire,"Industrie, Production & Maintenance",Frigoriste,BAC+2 (BTS/DUT),0,vente,,français,"Métier visé : Frigoriste. Qualification : frigoriste. Technicien Frigoriste. Filière : Électricité industrielle. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Certificat d'Aptitude Professionnelle (CAP)."
PPPNR2502070019709,PPPNR2502070019709,33,Pointe-Noire,"Industrie, Production & Maintenance",Chauffeur Engins,BEPC,0,transit,,français,"Métier visé : Chauffeur Engins. Qualification : chauffeur engins. Conducteur d'Engins. Filière : Aucune. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Transit - Transport et Logistique - Génie Logistique. Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPPNR2502070019715,PPPNR2502070019715,41,Pointe-Noire,"Énergie, Environnement & Eau",Électricien,BAC,0,vente,,français,"Métier visé : Électricien. Qualification : électricien. Électricien. Filière : Aucune. Secteur métier : Énergie, Environnement & Eau. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Brevet d'Etude Technique (BET)."
PPPNR2502070019718,PPPNR2502070019718,54,Pointe-Noire,Industrie pétrolière et gazière,SONDEUR,BEPC,0,,,français,Métier visé : SONDEUR. Qualification : sondeur. Sondeur. Filière : Aucune. Secteur métier : Industrie pétrolière et gazière. Secteur d'activité : Industrie pétrolière et gazière - Services pétroliers - Hydrocarbures. Diplôme : Brevet d'Études du Premier Cycle (BEPC).
PPPNR2502070019719,PPPNR2502070019719,35,Pointe-Noire,"Industrie, Production & Maintenance",Mécanicien Généraliste,BEPC,0,,,français,"Métier visé : Mécanicien Généraliste. Qualification : mécanicien généraliste. Mecanicien Generaliste. Filière : Aucune. Secteur métier : Industrie, Production & Maintenance. Secteur d'activité : Machines et équipements / Automobile. Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPBZV2502040019414,PPBZV2502040019414,19,Brazzaville,Divers,Aucune,Sans diplôme,0,,,français,Métier visé : Aucune. Qualification : aucune. Aucune. Filière : Aucune. Diplôme : Pas de diplôme.
PPPNR2502070019721,PPPNR2502070019721,47,Pointe-Noire,"Énergie, Environnement & Eau",Électricien,BAC,0,vente,,français,"Métier visé : Électricien. Qualification : électricien. Électricien. Filière : Aucune. Secteur métier : Énergie, Environnement & Eau. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Technologique."
PPPNR2502070019723,PPPNR2502070019723,28,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",Assistant de direction,Licence (BAC+3),0,comptabilité;gestion des ressources humaines,,français,"Métier visé : Assistant de direction. Qualification : assistant de direction. Assistant de Direction. Filière : Comptabilité. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Secteur d'activité : Art - Culture - Littérature - Mode. Diplôme : Licence."
PPPNR2502070019725,PPPNR2502070019725,23,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",Assistant  HSE,Licence (BAC+3),0,hse;qhse,,français,"Métier visé : Assistant  HSE. Qualification : assistant  hse. Assistant HSE. Filière : Qualité, Hygiène, Sécurité, Environnement. Secteur métier : Assurance Qualité, Contrôle, Testing (QHSE). Secteur d'activité : Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets. Diplôme : Licence."
PPPNR2502070019727,PPPNR2502070019727,36,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",Agent Commercial,Licence (BAC+3),0,vente,,français,"Métier visé : Agent Commercial. Qualification : agent commercial. Commercial. Filière : Commerce - Distribution et achat. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Licence."
PPPNR2502070019730,PPPNR2502070019730,34,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",HSE,BEPC,0,hse;qhse,,français,"Métier visé : HSE. Qualification : hse. Technicien HSE. Filière : Aucune. Secteur métier : Assurance Qualité, Contrôle, Testing (QHSE). Secteur d'activité : Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets. Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPPNR2502070019734,PPPNR2502070019734,21,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BEPC,0,vente,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Aucune. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPPNR2502070019736,PPPNR2502070019736,28,Pointe-Noire,"Transport, Logistique & Supply Chain",Homme de pont,Sans diplôme,0,génie civil;supply chain,,français,"Métier visé : Homme de pont. Qualification : homme de pont. Matelot (Pont). Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Génie Civil - Construction - Bâtiment et Travaux - Architecture. Diplôme : Certificat d'Études Primaires Élémentaires (CEPE)."
PPPNR2502070019738,PPPNR2502070019738,21,Pointe-Noire,"Sécurité, Sûreté & Défense",Agent de sécurité,BEPC,0,,,français,"Métier visé : Agent de sécurité. Qualification : agent de sécurité. Agent de Securite. Filière : Aucune. Secteur métier : Sécurité, Sûreté & Défense. Secteur d'activité : Sécurité et Gardiennage – Protection des Installations Stratégiques. Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPPNR2502070019739,PPPNR2502070019739,42,Pointe-Noire,"Transport, Logistique & Supply Chain",Chauffeur,Sans diplôme,0,supply chain;vente,,français,"Métier visé : Chauffeur. Qualification : chauffeur. Chauffeur. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Certificat d'Études Primaires Élémentaires (CEPE)."
PPPNR2502070019742,PPPNR2502070019742,36,Pointe-Noire,"Industrie, Production & Maintenance",Ingénieur,Master (BAC+5),0,génie civil,,français,"Métier visé : Ingénieur. Qualification : ingénieur. Ingenieur. Filière : Génie civil. Secteur métier : Industrie, Production & Maintenance. Diplôme : Master."
PPPNR2502070019745,PPPNR2502070019745,46,Pointe-Noire,"Transport, Logistique & Supply Chain",chauffeur poids lourds,BEPC,0,supply chain,,français,"Métier visé : chauffeur poids lourds. Qualification : chauffeur poids lourds. Chauffeur Poids Lourds. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial. Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPPNR2502070019746,PPPNR2502070019746,23,Pointe-Noire,"Transport, Logistique & Supply Chain",Logisticien,BAC,0,comptabilité;supply chain;vente,,français,"Métier visé : Logisticien. Qualification : logisticien. Logisticien. Filière : Comptabilité. Secteur métier : Transport, Logistique & Supply Chain. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Baccalauréat Technologique."
PPPNR2502070019759,PPPNR2502070019759,34,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable,BAC+2 (BTS/DUT),0,comptabilité;fiscalité,,français,"Métier visé : Comptable. Qualification : comptable. Comptable. Filière : Gestion comptable et financière. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Secteur d'activité : Finance. Diplôme : Brevet de Technicien Supérieur (BTS)."
PPBZV2502040019423,PPBZV2502040019423,29,Brazzaville,Fonction Publique & Administration,Secrétaire d'administration,Licence (BAC+3),0,gestion administrative;secrétariat,,français,Métier visé : Secrétaire d'administration. Qualification : secrétaire d'administration. Agent Administratif et de Secrétariat. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Gestion Administrative. Diplôme : Pas de diplôme.
PPPNR2502070019762,PPPNR2502070019762,31,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",Agent Commercial,BEPC,0,vente,,français,"Métier visé : Agent Commercial. Qualification : agent commercial. Commercial. Filière : Commerce - Distribution et achat. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Brevet d'Études du Premier Cycle (BEPC)."
PPBZV2502040019424,PPBZV2502040019424,30,Brazzaville,"Commerce, Vente, Marketing & Distribution",Conseillère clientèle,BAC,0,vente,,français,"Métier visé : Conseillère clientèle. Qualification : conseillère clientèle. Conseiller Clientèle. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Secteur d'activité : Communication - Médias - Informations - Community Manager - Audiovisuel et Multimédia - Journalisme. Diplôme : Pas de diplôme."
