id_offre,titre,entreprise,ville,domaine,type_contrat,niveau_etudes_min,experience_min,competences_requises,description
JOB250001799,conseiller service centre,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"conseiller service centre Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001800,PRESALES INGENIEUR,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"PRESALES INGENIEUR Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001804,Coordinateur Marketing EBU,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Coordinateur Marketing EBU Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001809,PRESALES INGENIEUR,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"PRESALES INGENIEUR Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002065,Responsable des Opération Groupe,DI AFRICA CONGO SA,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Responsable des Opération Groupe Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001637,Responsable de la Blanchisserie,DI-Africa (Congo) SA,Pointe-Noire,Nettoyage & Blanchisserie,CDD,,,,Responsable de la Blanchisserie Secteur : Nettoyage & Blanchisserie.
JOB250001641,Responsable de la Sécurité,DI-Africa (Congo) SA,Pointe-Noire,"Sécurité, Sûreté & Défense",CDD,,,,"Responsable de la Sécurité Secteur : Sécurité, Sûreté & Défense."
JOB250001643,Superviseurde l'Intendance,DI-Africa (Congo) SA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Superviseurde l'Intendance Secteur : Hôtellerie - Restauration.
JOB250001646,RESPONSABLE DES ACHATS,DI-Africa (Congo) SA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,RESPONSABLE DES ACHATS  Secteur : Hôtellerie - Restauration.
JOB250001664,Chauffeur,DI-Africa (Congo) SA,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeur  Secteur : Transport, Logistique & Supply Chain."
JOB250002210,Tacheron,DI-Africa (Congo) SA,Pointe-Noire,Divers,CDD,,,,Tacheron Secteur : Divers .
JOB250002364,Chauffeur,DI-Africa (Congo) SA,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeur  Secteur : Transport, Logistique & Supply Chain."
JOB250002367,Agent d'enregistrement client,DI-Africa (Congo) SA,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"Agent d'enregistrement client Secteur : Informatique, Data, Télécommunications & Digital."
JOB250002368,Assistant-Administratif,DI-Africa (Congo) SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Assistant-Administratif Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002369,Agent de support technique niveau 2,DI-Africa (Congo) SA,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"Agent de support technique niveau 2 Secteur : Informatique, Data, Télécommunications & Digital."
JOB250002370,Coordinateur Commercial EBU,DI-Africa (Congo) SA,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Coordinateur Commercial EBU Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002371,Coordinateur produit et services,DI-Africa (Congo) SA,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Coordinateur produit et services Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002372,Presales Ingénieur,DI-Africa (Congo) SA,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"Presales Ingénieur Secteur : Informatique, Data, Télécommunications & Digital."
JOB250002373,Chauffeurde Direction,DI-Africa (Congo) SA,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeurde Direction Secteur : Transport, Logistique & Supply Chain."
JOB250002374,Coordinateur Marketing EBU,DI-Africa (Congo) SA,Brazzaville,"Communication, Médias & Événementiel",CDD,,,,"Coordinateur Marketing EBU Secteur : Communication, Médias & Événementiel."
JOB250002380,FINANCE,DI-Africa (Congo) SA,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"FINANCE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002381,TECHNICIEN INFORMATIQUE,DI-Africa (Congo) SA,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"TECHNICIEN INFORMATIQUE Secteur : Informatique, Data, Télécommunications & Digital."
JOB250002382,Conseiller Digital,DI-Africa (Congo) SA,Brazzaville,"Communication, Médias & Événementiel",CDD,,,,"Conseiller Digital Secteur : Communication, Médias & Événementiel."
JOB250002383,Coordinateur produit et services,DI-Africa (Congo) SA,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Coordinateur produit et services Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002384,SUPERVISEUR FLEET,DI-Africa (Congo) SA,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"SUPERVISEUR FLEET Secteur : Transport, Logistique & Supply Chain."
JOB250002385,conseiller service centre,DI-Africa (Congo) SA,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"conseiller service centre Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002386,Agent de gestion des retours clients,DI-Africa (Congo) SA,Brazzaville,"Communication, Médias & Événementiel",CDD,,,,"Agent de gestion des retours clients Secteur : Communication, Médias & Événementiel."
JOB250002862,Gestionnaire de point de vente,DI-Africa (Congo) SA,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité; vente,"Gestionnaire de point de vente  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002863,CAISSIER,DI-Africa (Congo) SA,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"CAISSIER Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002540,Contremaître de Quart,DISTILLERIE DU CONGO,Kayes,Agriculture & Industrie Agroalimentaire,CDI,,,,Contremaître de Quart Secteur : Agriculture & Industrie Agroalimentaire.
JOB250001512,Chauffeur Poids Lourds,DISTRICT DE LOANGO,Kouilou,"Transport, Logistique & Supply Chain",CDI,,,supply chain,"Chauffeur Poids Lourds Secteur : Transport, Logistique & Supply Chain."
JOB250001532,ACHETEUR,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"ACHETEUR Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001582,SUPPLY CHAIN MANAGER,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDI,,,supply chain,"SUPPLY CHAIN MANAGER Secteur : Énergie, Environnement & Eau."
JOB250001583,Représentant Pays,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDI,,,,"Représentant Pays Secteur : Énergie, Environnement & Eau."
JOB250001823,HR GENERALIST,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"HR GENERALIST Secteur : Énergie, Environnement & Eau."
JOB250001825,"HR, Taxes & Compliance Assistant",DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"HR, Taxes & Compliance Assistant Secteur : Énergie, Environnement & Eau."
JOB250002359,Responsable de l'entretienou de la maintenance des puits,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDI,,,,"Responsable de l'entretienou de la maintenance des puits Secteur : Énergie, Environnement & Eau."
JOB250002361,Superintendant Maintenance,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDI,,,,"Superintendant Maintenance Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250002397,Responsable de l'entretienou de la maintenance des puits,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDI,,,,"Responsable de l'entretienou de la maintenance des puits Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250002398,Superintendant Maintenance,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDI,,,,"Superintendant Maintenance Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250002412,RESPONSABLE RESSOURCES HUMAINES,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"RESPONSABLE RESSOURCES HUMAINES  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002413,Ingenieur de Forage,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDI,,,forage,"Ingenieur de Forage Secteur : Énergie, Environnement & Eau."
JOB250002436,SENIOR RH,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SENIOR RH Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002437,Ingenieur de Forage,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,forage,"Ingenieur de Forage Secteur : Énergie, Environnement & Eau."
JOB250002545,Chef comptable,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Chef comptable Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002546,Comptable Général,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"Comptable Général Secteur : Énergie, Environnement & Eau."
JOB250002547,Coordinateur Contrat & Achat,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"Coordinateur Contrat & Achat Secteur : Énergie, Environnement & Eau."
JOB250002652,Chef foreur,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"Chef foreur Secteur : Énergie, Environnement & Eau."
JOB250002684,Référent comptable fournisseurs et clients,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Référent comptable fournisseurs et clients  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002728,Chef foreur,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"Chef foreur Secteur : Énergie, Environnement & Eau."
JOB250002761,Référent comptable fournisseurs et clients,DIXSTONE OPERATIONS CONGO,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Référent comptable fournisseurs et clients  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
NONREF000090,Commercial,DMC IRON,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Commercial Secteur : Industrie, Production & Maintenance."
NONREF000091,Commercial machine,DMC IRON,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Commercial machine  Secteur : Industrie, Production & Maintenance."
NONREF000212,Responsable groupe electrogene,DMC IRON,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Responsable groupe electrogene Secteur : Industrie, Production & Maintenance."
NONREF000225,Secretaire administrative,DMC IRON,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Secretaire administrative Secteur : Industrie, Production & Maintenance."
NONREF000247,Techno-commercial,DMC IRON,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Techno-commercial Secteur : Industrie, Production & Maintenance."
JOB250001647,COMPTABLE,DRIAN & PARTNERS,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"COMPTABLE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250000943,Agent de recrutement,EAD (ECOLE AFRICAINE DE DEVELOPPEMENT ),Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Agent de recrutement Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001151,RESPONSABLE GESTION DES ARCHIVES (ARCHIVISTE),Ecobank,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"RESPONSABLE GESTION DES ARCHIVES (ARCHIVISTE) Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001497,AUDITEUR INTERNE,Ecobank,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"AUDITEUR INTERNE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001879,DIRECTEURAUDIT PEAGE,EGIS ROAD OPERATION CONGO,Brazzaville,Divers,CDD,,,,DIRECTEURAUDIT PEAGE Secteur : Divers .
JOB250002835,Directeur d’Exploitation,EGIS ROAD OPERATION CONGO,Brazzaville,Divers,CDI,,,,Directeur d’Exploitation Secteur : Divers .
JOB250002212,Responsable Travaux Ligne Aerienne,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,Pointe-Noire,"Énergie, Environnement & Eau",CDI,,,,"Responsable Travaux Ligne Aerienne Secteur : Énergie, Environnement & Eau."
JOB250002213,ResponsableTravaux Génie Civil,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDI,,,génie civil,"ResponsableTravaux Génie Civil Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002214,Coordinateur Travaux,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDI,,,,"Coordinateur Travaux Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002252,Responsable de Chantier,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDI,,,,"Responsable de Chantier Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002318,Superviseur Travaux Génie Civil,EIFFAGE ENERGIE SYSTEMES-TRANSPORT ET DISTRIBUTION,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDI,,,génie civil,"Superviseur Travaux Génie Civil Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
NONREF000095,Commis restaurant,ELAIS,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Commis restaurant Secteur : Hôtellerie - Restauration.
JOB250000979,COMPTABLE,ELSA PREMIUM SERVICES,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"COMPTABLE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250000980,Assistant GUOT,ELSA PREMIUM SERVICES,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Assistant GUOT Secteur : Transport, Logistique & Supply Chain."
JOB250001202,CHEF DE SERVIES TRANSIT ET LOGISTIQUE ADJOINT,ELSA PREMIUM SERVICES,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain; transit,"CHEF DE SERVIES TRANSIT ET LOGISTIQUE ADJOINT Secteur : Transport, Logistique & Supply Chain."
JOB250001718,SECRETAIRE,ELSA PREMIUM SERVICES,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SECRETAIRE  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000008,Agent de recouvrement,EMPLOI SERVICE,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Agent de recouvrement Secteur : Commerce, Vente, Marketing & Distribution."
NONREF000161,it support,EMPLOI SERVICE,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"it support Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001119,ADMINISTRATEUR RESEAU INFORMATIQUE,EMPLOI SERVICE CONGO sarl,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"ADMINISTRATEUR RESEAU INFORMATIQUE  Secteur : Informatique, Data, Télécommunications & Digital."
JOB250001121,COORDINATEUR EBU (GESTIONNAIRE DES COMPTES EBU),EMPLOI SERVICE CONGO sarl,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"COORDINATEUR EBU (GESTIONNAIRE DES COMPTES EBU)  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001138,ADMINISTRATEUR RESEAU INFORMATIQUE,EMPLOI SERVICE CONGO sarl,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"ADMINISTRATEUR RESEAU INFORMATIQUE  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001139,POINTEUR,EMPLOI SERVICE CONGO sarl,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"POINTEUR Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001140,Coordinateur EBU(GESTIONNAIRE DES COMPTES EBU),EMPLOI SERVICE CONGO sarl,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Coordinateur EBU(GESTIONNAIRE DES COMPTES EBU) Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001169,SUPPORT Infrastructure Informatique,EMPLOI SERVICE CONGO sarl,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"SUPPORT Infrastructure Informatique Secteur : Informatique, Data, Télécommunications & Digital."
JOB250001178,SUPERVISEUR INSTALLATEUR D'EQUIPEMENT INTERNET,EMPLOI SERVICE CONGO sarl,Brazzaville,"Informatique, Data, Télécommunications & Digital",CDD,,,,"SUPERVISEUR INSTALLATEUR D'EQUIPEMENT INTERNET Secteur : Informatique, Data, Télécommunications & Digital."
JOB250001186,INSTALLATEURD' EQUIPEMENT INTERNET,EMPLOI SERVICE CONGO sarl,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"INSTALLATEURD' EQUIPEMENT INTERNET  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001208,SUPERVISEUR DE VENTE D'INTERNET RESIDENTIEL,EMPLOI SERVICE CONGO sarl,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"SUPERVISEUR DE VENTE D'INTERNET RESIDENTIEL  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001758,Graphiste vidéaste,EMPLOI SERVICE CONGO sarl,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Graphiste vidéaste  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001759,Support risque et conformité,EMPLOI SERVICE CONGO sarl,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Support risque et conformité  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001761,Support sepela na dancecampaign,EMPLOI SERVICE CONGO sarl,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Support sepela na dancecampaign  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001896,MECANICIEN ENGIN LOURD,EMPLOI SERVICE CONGO sarl,Bouansa,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"MECANICIEN ENGIN LOURD Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
